task_lang,transfer_lang,accuracy,f1_score
mos,ewe,0.5023183925811437,0.6862856520812268
zul,ewe,0.4904191616766467,0.7406365500776987
pcm,ewe,0.2634841909485431,0.5827543632330685
tsn,ewe,0.3062248995983935,0.6435845630635626
wol,ewe,0.4092987804878049,0.62036727508262
fon,ewe,0.4039087947882736,0.6339784396229218
xho,ewe,0.3937538273116963,0.7192218908307267
luo,ewe,0.2415196743554952,0.5508435084080113
yor,ewe,0.4786150712830957,0.6471941893539158
sna,ewe,0.290468133107727,0.7241346974076829
twi,ewe,0.6540049545829892,0.7628693809433826
ibo,ewe,0.2851902796882164,0.6130834599631044
bbj,ewe,0.4917184265010352,0.6863613714071861
fon,fon,0.7630293159609121,0.9062490282760854
pcm,fon,0.4922504649721017,0.7435070533657094
sna,fon,0.3017484489565707,0.7134049784246491
bam,fon,0.5243328100470958,0.7155816559098317
hau,fon,0.2167789344764237,0.6617989703711532
mos,fon,0.6862442040185471,0.806617290876745
ewe,fon,0.4445554445554445,0.7991718182597738
twi,fon,0.7192402972749794,0.8110534904490211
yor,fon,0.5376782077393075,0.6989123538450275
nya,fon,0.3826330532212885,0.6996322314483202
zul,fon,0.4964071856287425,0.712871842145771
kin,fon,0.2984340044742729,0.632967771380201
xho,fon,0.3888548683404776,0.6764812404129393
bbj,fon,0.5455486542443064,0.7031043794213707
tsn,fon,0.3815261044176707,0.6815869726114421
ibo,fon,0.3846859238881247,0.6677599538114569
swa,fon,0.2719065321295804,0.6771290176450244
lug,fon,0.4128895184135977,0.6814613452021472
luo,fon,0.3609226594301221,0.6140509868679987
wol,fon,0.583079268292683,0.7345725591763003
bam,hau,0.5439560439560439,0.7301674274674406
xho,hau,0.515003061849357,0.7835474020756195
mos,hau,0.6561051004636785,0.8004806447393332
hau,hau,0.5327617881200245,0.8548874856393072
kin,hau,0.508724832214765,0.8021357995781916
fon,hau,0.5773615635179153,0.7309709476493796
luo,hau,0.3758480325644505,0.6428147470895663
swa,hau,0.3913967073818375,0.7636032394084313
pcm,hau,0.6205827650340979,0.8322786498633284
ewe,hau,0.4235764235764235,0.7824610519537883
lug,hau,0.5304532577903682,0.7662324730119899
twi,hau,0.7456647398843931,0.8383896277124758
sna,hau,0.4839255499153976,0.8174903162240309
wol,hau,0.5579268292682927,0.7210951127619958
ibo,hau,0.5245300320953691,0.8120228857255146
tsn,hau,0.5271084337349398,0.7701879332425511
yor,hau,0.5605906313645621,0.7353381466803087
bbj,hau,0.5134575569358178,0.687842708902792
zul,hau,0.6502994011976048,0.8331392458395109
nya,hau,0.4935574229691877,0.7827591782104362
luo,ibo,0.3493894165535957,0.6358120463199312
ibo,ibo,0.8074277854195323,0.9345817454467236
ewe,ibo,0.3856143856143856,0.7666610358716239
kin,ibo,0.4008948545861298,0.7308389991682114
wol,ibo,0.5716463414634146,0.7159784252678257
bbj,ibo,0.5082815734989649,0.6853591743230322
pcm,ibo,0.6026038437693738,0.817048321690749
sna,ibo,0.4749012972363226,0.7867566339090963
swa,ibo,0.4291024960169942,0.7845894632563771
tsn,ibo,0.5150602409638554,0.7661069722469345
yor,ibo,0.5692464358452138,0.7079083216051746
lug,ibo,0.485127478753541,0.7353754158046644
zul,ibo,0.618562874251497,0.8097040827193215
hau,ibo,0.286589099816289,0.7101431897970113
fon,ibo,0.5838762214983714,0.7299693919720947
twi,ibo,0.7225433526011561,0.8147217100840107
nya,ibo,0.5109243697478991,0.781083565383979
bam,ibo,0.5164835164835165,0.7160646903040013
mos,ibo,0.6506955177743431,0.7853488743657586
xho,ibo,0.4696876913655848,0.7457756404843288
xho,kin,0.4911206368646663,0.7653044812219744
wol,kin,0.5564024390243902,0.7159672252579826
twi,kin,0.7440132122213047,0.8329687120170639
tsn,kin,0.5230923694779116,0.7697370956878027
lug,kin,0.5623229461756374,0.7750771193651876
ewe,kin,0.4525474525474525,0.8068548308948001
pcm,kin,0.6218226906385617,0.8401349560976066
bam,kin,0.5478806907378336,0.7389785916820414
yor,kin,0.5667006109979633,0.7408764598979489
ibo,kin,0.5071068317285649,0.7777616349692527
nya,kin,0.5238095238095238,0.7946419002240216
swa,kin,0.4041423260754115,0.7575865235238083
hau,kin,0.3968156766687079,0.8159562972754614
sna,kin,0.5262267343485617,0.8227624304476259
bbj,kin,0.5248447204968945,0.7031553202858223
zul,kin,0.6461077844311377,0.8155365974625906
kin,kin,0.6894854586129754,0.8907666375338368
fon,kin,0.5610749185667753,0.7142138156641716
mos,kin,0.6491499227202473,0.7904808578510375
luo,kin,0.3792401628222523,0.6574446168578308
fon,lug,0.5643322475570033,0.7167345660334965
wol,lug,0.5221036585365854,0.683354770599093
luo,lug,0.3629579375848032,0.6321918208731854
tsn,lug,0.5311244979919679,0.7630213302401281
zul,lug,0.6562874251497006,0.8211743100771856
swa,lug,0.3595326606479023,0.7076089801455588
bbj,lug,0.5217391304347826,0.6943041855294514
lug,lug,0.7556657223796034,0.897363533018336
pcm,lug,0.56478611283323,0.7837409561375442
bam,lug,0.5392464678178964,0.7168527175262259
ibo,lug,0.4598807886290692,0.7263835037161316
twi,lug,0.7489677952105698,0.8259006317254625
xho,lug,0.4837721984078383,0.7539709497286768
yor,lug,0.5463340122199593,0.7065245840075515
kin,lug,0.4402684563758389,0.7375963438867837
hau,lug,0.2982241273729332,0.7359083643974034
mos,lug,0.6352395672333848,0.7779461053966272
ewe,lug,0.3946053946053946,0.7664348159285111
nya,lug,0.5238095238095238,0.7887899816205876
sna,lug,0.5279187817258884,0.806660910810094
lug,luo,0.4922096317280453,0.7338564780580474
ewe,luo,0.4035964035964036,0.7625160025377455
yor,luo,0.5493890020366599,0.711994533431758
ibo,luo,0.3319578175149014,0.6296606602926097
sna,luo,0.3998871968415116,0.7610623478096354
bbj,luo,0.5165631469979296,0.6774985410446345
kin,luo,0.3096196868008948,0.6456793574318042
tsn,luo,0.4548192771084337,0.7115033698916443
nya,luo,0.4784313725490196,0.7556916761571131
mos,luo,0.6421947449768161,0.7730992570416968
swa,luo,0.2963356346255975,0.6873902073965703
fon,luo,0.5570032573289903,0.697029566840909
luo,luo,0.6424694708276798,0.846462417262582
wol,luo,0.5449695121951219,0.7001433731505161
twi,luo,0.6573080099091659,0.7533903123720279
hau,luo,0.2896509491733007,0.738050572908306
zul,luo,0.5724550898203593,0.7583773599373976
xho,luo,0.4525413349663196,0.7385660821411753
pcm,luo,0.6026038437693738,0.8109457179917486
bam,luo,0.5455259026687598,0.7320926129440425
bbj,mos,0.5248447204968945,0.7066512958862919
bam,mos,0.4144427001569858,0.6272318945765247
swa,mos,0.1816250663834307,0.5457849908517359
yor,mos,0.4816700610997963,0.638467747716816
sna,mos,0.2329385222786238,0.6292797539474997
nya,mos,0.2677871148459383,0.5982842355346712
ewe,mos,0.3686313686313686,0.7562851189534103
tsn,mos,0.2670682730923694,0.5711649967123875
kin,mos,0.2161073825503355,0.5189961956539968
fon,mos,0.5586319218241043,0.7251191159327927
lug,mos,0.3080736543909348,0.6412099545321859
twi,mos,0.5978530140379852,0.7107316009390134
hau,mos,0.159216166564605,0.5833338354400655
ibo,mos,0.2640990371389271,0.5029908809799664
pcm,mos,0.2641041537507749,0.5030356333628029
luo,mos,0.2265943012211669,0.5154150417779325
xho,mos,0.3031230863441518,0.5961642188735669
mos,mos,0.768160741885626,0.8988946810706325
wol,mos,0.5282012195121951,0.6983035036945003
zul,mos,0.3952095808383233,0.6104755598667002
xho,nya,0.548683404776485,0.8027533726748264
sna,nya,0.59278059785674,0.8425038788629909
fon,nya,0.5635179153094463,0.7191398630043864
bam,nya,0.5353218210361067,0.7313907376278883
pcm,nya,0.6224426534407935,0.8179671113362444
wol,nya,0.5586890243902439,0.7231750891078579
ewe,nya,0.3836163836163836,0.7598921827890227
mos,nya,0.6707882534775889,0.8053169701038407
hau,nya,0.3423147581139008,0.7639342759325071
nya,nya,0.7887955182072829,0.9265258142390852
kin,nya,0.4706935123042505,0.7579396636874768
lug,nya,0.5481586402266289,0.7591200246671045
tsn,nya,0.5301204819277109,0.7565159433727359
zul,nya,0.6820359281437126,0.844616865078156
twi,nya,0.7539223781998349,0.8358099728722606
swa,nya,0.4965480616038237,0.8105279224840921
luo,nya,0.3772048846675712,0.6410516471104853
ibo,nya,0.609353507565337,0.8405692874718217
yor,nya,0.5641547861507128,0.722556135560059
bbj,nya,0.515527950310559,0.6821356925790806
bbj,pcm,0.4648033126293996,0.6359033483579183
twi,pcm,0.6771263418662262,0.7663959067386882
tsn,pcm,0.4939759036144578,0.7585932004291976
swa,pcm,0.4657461497610196,0.7949642322592246
sna,pcm,0.5234066553863508,0.8288741203388414
mos,pcm,0.5780525502318392,0.7123747508464301
ibo,pcm,0.6102705181109582,0.8344968202137066
fon,pcm,0.510586319218241,0.6504386123306364
lug,pcm,0.46671388101983,0.7311517857619274
xho,pcm,0.5217391304347826,0.789989271017986
hau,pcm,0.4372320881812614,0.8108735064590401
zul,pcm,0.6461077844311377,0.8188679168623924
pcm,pcm,0.800991940483571,0.9228226013874834
yor,pcm,0.5412423625254582,0.7251765840066948
ewe,pcm,0.3716283716283716,0.7577763032051779
luo,pcm,0.3113975576662144,0.5964126753340514
bam,pcm,0.4607535321821036,0.6529616879370951
nya,pcm,0.5529411764705883,0.8073876880154686
wol,pcm,0.4108231707317073,0.5731431287604243
kin,pcm,0.4559284116331096,0.75626905630199
nya,sna,0.5338935574229692,0.7883608654442746
hau,sna,0.286589099816289,0.7149371976759983
yor,sna,0.5101832993890021,0.6802485903112586
ewe,sna,0.2387612387612387,0.5705489209281084
kin,sna,0.4693512304250559,0.7624678749371749
bbj,sna,0.4606625258799172,0.6421100415259405
luo,sna,0.3134328358208955,0.5746793952859565
wol,sna,0.4603658536585366,0.6142899161188304
sna,sna,0.8550479413423576,0.955832536616667
mos,sna,0.5533230293663061,0.6946247235000759
pcm,sna,0.4457532548047117,0.6951922266018838
ibo,sna,0.3924805135259055,0.6394620154732112
fon,sna,0.5130293159609121,0.6763542636414153
bam,sna,0.4301412872841444,0.6050319378837832
zul,sna,0.6766467065868264,0.8416662644067586
tsn,sna,0.4909638554216867,0.7409822790928483
lug,sna,0.5134560906515581,0.7379044795383299
xho,sna,0.5407225964482547,0.7862117433688872
twi,sna,0.6812551610239471,0.7761037511479155
swa,sna,0.3935209771640998,0.7342591592307561
bbj,swa,0.489648033126294,0.6670262369455205
tsn,swa,0.5853413654618473,0.7972090877628663
kin,swa,0.5082774049217003,0.7814561749345759
ibo,swa,0.5988078862906924,0.8136645345688618
swa,swa,0.7636749867233139,0.9237855426150486
wol,swa,0.4298780487804878,0.5962154311043819
lug,swa,0.5424929178470255,0.736645220338618
sna,swa,0.5645798082346306,0.8205131584921573
pcm,swa,0.5895846249225046,0.7968753260121862
twi,swa,0.6862097440132122,0.7889524644278538
mos,swa,0.5795981452859351,0.7228176489285753
yor,swa,0.5407331975560081,0.7197116048606972
xho,swa,0.5572565829761176,0.7963901263927426
hau,swa,0.3508879363135334,0.7615956291451449
luo,swa,0.3568521031207598,0.6370156105598827
bam,swa,0.4733124018838304,0.677016652475095
fon,swa,0.4861563517915309,0.6586964668394112
nya,swa,0.6078431372549019,0.8366831239437063
zul,swa,0.6850299401197605,0.8346216043133045
ewe,swa,0.3826173826173826,0.7791738348008703
swa,tsn,0.3414763674986723,0.7211790736811741
yor,tsn,0.5682281059063137,0.7248839273808456
ibo,tsn,0.4883081155433287,0.7575007478952399
hau,tsn,0.2749540722596448,0.7308245103645316
bbj,tsn,0.5031055900621118,0.6671077217663474
wol,tsn,0.4527439024390244,0.6165205756929333
bam,tsn,0.5078492935635793,0.675368418947551
pcm,tsn,0.4866707997520149,0.7559622310433732
ewe,tsn,0.3766233766233766,0.7419682568808984
nya,tsn,0.5014005602240896,0.7860107137049926
kin,tsn,0.4187919463087248,0.7340400717612056
luo,tsn,0.3480325644504749,0.6153342821166102
sna,tsn,0.4805414551607445,0.8039881794610885
lug,tsn,0.5375354107648725,0.7699917759873776
tsn,tsn,0.6997991967871486,0.8762965974555367
fon,tsn,0.5358306188925082,0.6879398798820874
mos,tsn,0.5811437403400309,0.7273012214605589
xho,tsn,0.4898958971218616,0.7868365286207716
zul,tsn,0.6473053892215569,0.8319325506449865
twi,tsn,0.7151114781172585,0.811681568607439
kin,twi,0.3977628635346756,0.7232429937456222
lug,twi,0.4915014164305949,0.7245369992298686
hau,twi,0.2933251684017146,0.7339892455198573
xho,twi,0.4696876913655848,0.7527687097579733
yor,twi,0.5392057026476579,0.6951315558916068
sna,twi,0.4354201917653694,0.7804170386622337
swa,twi,0.3951141795007966,0.7876622434313542
ewe,twi,0.4075924075924076,0.775469445932806
mos,twi,0.6692426584234931,0.8071889995561288
pcm,twi,0.5703657780533168,0.8033381816517197
luo,twi,0.3636363636363636,0.6253970122905246
bbj,twi,0.5186335403726708,0.6925427812936706
nya,twi,0.4627450980392157,0.7628778394093064
fon,twi,0.5586319218241043,0.7270693861815875
twi,twi,0.8678777869529315,0.926541593488351
wol,twi,0.59375,0.7467340096955742
bam,twi,0.5180533751962323,0.7119182255998117
tsn,twi,0.5,0.742165294342968
ibo,twi,0.5295735900962861,0.7820440651485362
zul,twi,0.6131736526946108,0.8065805006209338
swa,wol,0.2400424853956452,0.6340841196511287
bbj,wol,0.5320910973084886,0.6980611789396859
twi,wol,0.7060280759702725,0.7974882275140104
xho,wol,0.4011022657685242,0.6999706256881696
kin,wol,0.1879194630872483,0.504878880224736
ewe,wol,0.3696303696303696,0.7647136369254808
mos,wol,0.6877897990726429,0.8155419709860664
nya,wol,0.3490196078431372,0.6666921357009034
fon,wol,0.5553745928338762,0.711708293962469
wol,wol,0.7507621951219512,0.8904578039611643
sna,wol,0.3338973491257755,0.7126016784709089
ibo,wol,0.3159101329665291,0.5971459019704278
hau,wol,0.2443355786895285,0.6761006178095942
pcm,wol,0.444513329200248,0.684969869982557
luo,wol,0.3507462686567164,0.6183895801114905
tsn,wol,0.3483935742971887,0.6445082682747739
zul,wol,0.4736526946107784,0.6963071925828921
yor,wol,0.5468431771894093,0.7190074584794875
lug,wol,0.4220963172804532,0.6864423680653321
bam,wol,0.5133437990580848,0.7123161967536357
yor,xho,0.570264765784114,0.7344391056318759
xho,xho,0.7299448867115738,0.8977174508844743
tsn,xho,0.5301204819277109,0.7633437989274648
luo,xho,0.3527815468113975,0.6183536042546822
ewe,xho,0.2727272727272727,0.6297666012294264
bbj,xho,0.4824016563146998,0.6529358463713212
kin,xho,0.4666666666666667,0.7618851113309526
sna,xho,0.5493513818386915,0.8290691847769633
hau,xho,0.3141457440293937,0.7382770031260719
nya,xho,0.5137254901960784,0.7787629602924762
bam,xho,0.5007849293563579,0.6679778898769329
pcm,xho,0.5282083075015499,0.7569447093831497
ibo,xho,0.5231545162769372,0.7900444423227735
lug,xho,0.4943342776203966,0.7172414098894555
swa,xho,0.3908656399362719,0.7373857500287725
mos,xho,0.625193199381762,0.7504877679360648
fon,xho,0.5537459283387622,0.6860526610427655
zul,xho,0.7652694610778443,0.8896201663185034
twi,xho,0.7233691164327003,0.819523969859069
wol,xho,0.520579268292683,0.6702208722733717
ibo,yor,0.4653828519027969,0.7092681954541626
lug,yor,0.4072237960339943,0.7205298772490973
ewe,yor,0.3286713286713286,0.7354257927702285
nya,yor,0.3859943977591036,0.7217532330792992
pcm,yor,0.3818970861748295,0.6878341630534054
swa,yor,0.2230483271375464,0.6325184019185999
luo,yor,0.2869742198100407,0.5850672180007596
xho,yor,0.3815064298836497,0.7096560014977371
tsn,yor,0.4387550200803213,0.7226162744363256
fon,yor,0.5407166123778502,0.6916229705034653
kin,yor,0.3042505592841163,0.6490860135109725
wol,yor,0.4611280487804878,0.63757061767703
yor,yor,0.754582484725051,0.8990230705817932
zul,yor,0.4874251497005988,0.7220067209989998
bbj,yor,0.4761904761904761,0.6482846438873014
sna,yor,0.3491257755217146,0.7422920553519894
hau,yor,0.254745866503368,0.7210566429560229
mos,yor,0.6089644513137558,0.7548883414590704
twi,yor,0.6928158546655656,0.7880421446081175
bam,yor,0.4638932496075353,0.6474575089715479
bam,zul,0.488226059654631,0.669199122821341
hau,zul,0.2737293325168402,0.7233467566279216
wol,zul,0.53125,0.6810815986263039
ibo,zul,0.484181568088033,0.7543380474685597
lug,zul,0.4674220963172804,0.6969385888841199
twi,zul,0.7093311312964492,0.80553237711383
bbj,zul,0.4492753623188406,0.6281612865622442
swa,zul,0.3775889537971322,0.7339967062127948
tsn,zul,0.4688755020080321,0.7269339172876698
fon,zul,0.5399022801302932,0.6804368704000994
zul,zul,0.8155688622754491,0.9222356772533354
kin,zul,0.4295302013422818,0.7240417728272778
luo,zul,0.3534599728629579,0.6221018230804999
pcm,zul,0.5449473031618103,0.7662143790471292
yor,zul,0.5509164969450102,0.7258308476776111
sna,zul,0.5386350817822899,0.824607759907378
xho,zul,0.6264543784445805,0.8435841779061822
nya,zul,0.5254901960784314,0.7857889798482197
ewe,zul,0.3436563436563437,0.7029636346792874
mos,zul,0.6414219474497682,0.7667162326160035
